Unnamed: 0,MGTNO,APVPERMYMD,TRDSTATENM,SITEAREA,SITEPOSTNO,SITEWHLADDR,RDNWHLADDR,BPLCNM,UPTAENM,X,Y,TRDPJUBNSENM,WTRSPLYFACILSENM,dong,exemplary_diner,keyword,id,id_mod,id_mod2
7572,3220000-101-2019-00583,20190603,영업/정상,66.80,135894,서울특별시 강남구 신사동 613-5 캐럴라인타워,서울 강남구 압구정로32길 11,깐부치킨,호프/통닭,202601.216639328,447186.65948325,,,신사동,,깐부치킨,, , 
7573,3220000-101-2019-00587,20190604,영업/정상,88.21,135893,서울특별시 강남구 신사동 589-18번지 C&J빌딩 ,서울 강남구 논현로152길 37,페어링지(pairinG),경양식,202681.8822233,446615.981003411,,,신사동,,페어링지,['401140368'], , 
7574,3220000-101-2019-00589,20190604,영업/정상,52.10,135838,서울특별시 강남구 대치동 651번지 여천빌딩 ,서울 강남구 남부순환로 2909,바나프레소 도곡역점,기타,205004.779724314,443335.51820183,,,대치동,,바나프레소 도곡역,['1750513173'],1901257219,1901257219
7575,3220000-101-2019-00593,20190605,영업/정상,46.50,135816,서울특별시 강남구 논현동 67-12 ,서울 강남구 도산대로30길 21-4,냠냠익스프레스,한식,202610.989221646,446252.629400105,,,논현동,,냠냠익스프레스,['1083305339'], , 
7576,3220000-101-2019-00595,2019-06-05,영업/정상,285.50,135-896,서울특별시 강남구 신사동 645-18,서울 강남구 언주로168길 24,타르틴코리아 도산,경양식,203074.591959089,447086.262827024,,,신사동,,타르틴코리아 도산,['1042621792'], , 
7577,3220000-101-2019-00596,20190605,영업/정상,227.23,135932,서울특별시 강남구 역삼동 819 ,서울 강남구 강남대로94길 10,평화다방 강남역점,기타,202423.773138655,444111.046932553,,,역삼동,,평화다방 강남역,,1297001441,1297001441
7578,3220000-101-2019-00602,20190607,영업/정상,94.60,135909,서울특별시 강남구 역삼동 637-40번지 ,서울 강남구 테헤란로19길 19,오곡당 청년쥬스,기타,202861.840166456,444347.828724542,,,역삼동,,오곡당 청년쥬스,['237005010'], , 
7579,3220000-101-2019-00603,2019-06-07,영업/정상,45.77,135-915,서울특별시 강남구 역삼동 669-7 힐하우스,서울 강남구 봉은사로30길 69,딜리버리 킹,한식,203200.701942092,444553.510477447,,,역삼동,,딜리버리 킹,['1641810547'], , 
7580,3220000-101-2019-00604,20190607,영업/정상,57.00,135860,서울특별시 강남구 도곡동 950-5번지 ,서울 강남구 남부순환로359길 31,홍팥집 양재점,기타,203072.107163225,442737.799350882,,상수도전용,도곡동,,홍팥집 양재,['1419117600'],401140368,401140368
7581,3220000-101-2019-00608,2019-06-10,영업/정상,121.40,135-887,서울특별시 강남구 신사동 514,서울 강남구 강남대로152길 18,배가네 목포집,감성주점,201784.980044472,446122.417577902,,,신사동,,배가네 목포집,['1695404670'],1750513173,1750513173
7582,3220000-101-2019-00610,20190610,영업/정상,92.00,135502,서울특별시 강남구 대치동 999-5번지 ,서울 강남구 테헤란로114길 26,네모오징어 삼성역점,한식,205838.825,445088.7,,,대치동,,네모오징어 삼성역,,1083305339,1083305339
7583,3220000-101-2019-00611,2019-06-10,영업/정상,35.00,135-913,서울특별시 강남구 역삼동 660-33,서울 강남구 논현로102길 33,혼밥대왕,한식,203268.61506023,444841.136959662,,,역삼동,,혼밥대왕,['27249352'],1042621792,1042621792
7584,3220000-101-2019-00614,20190610,영업/정상,290.86,135916,서울특별시 강남구 역삼동 684-23번지 VOOZ사옥 ,서울 강남구 봉은사로50길 20,모카런던(MOCA London),경양식,203750.056231515,445172.173318978,,,역삼동,,모카런던,, , 
7585,3220000-101-2019-00617,20190611,영업/정상,125.28,135860,서울특별시 강남구 도곡동 948-13번지 ,서울 강남구 강남대로48길 11,로마옥,경양식,202945.340183424,442752.83495408,,,도곡동,,로마옥,['1437245128'],237005010,237005010
7586,3220000-101-2019-00619,20190611,영업/정상,96.00,135855,서울특별시 강남구 도곡동 423-14번지 ,서울 강남구 논현로26길 33,플레어비 도곡점,기타,203904.015752932,442366.073965682,,,도곡동,,플레어비 도곡,,1641810547,1641810547
7587,3220000-101-2019-00620,20190611,영업/정상,211.00,135928,서울특별시 강남구 역삼동 772번지 동영문화센터 ,서울 강남구 언주로 337,마삼계탕 역삼별관,한식,203829.432878247,443954.517765895,,,역삼동,,마삼계탕 역삼별관,['1960970003'],1419117600,1419117600
7588,3220000-101-2019-00631,20190612,영업/정상,20.00,135843,서울특별시 강남구 대치동 920-22번지 ,서울 강남구 역삼로64길 26,커피파로스 대치점,기타,204644.624041242,444138.878485016,,,대치동,,커피파로스 대치,['1957709732'],1695404670,1695404670
7589,3220000-101-2019-00642,20190612,영업/정상,90.44,135996,서울특별시 강남구 논현동 209번지 삼환아르누보3 ,서울 강남구 학동로 224,바라양푼이MJ부대찌개,한식,202877.191343983,445803.422821433,,,논현동,,바라양푼이MJ부대찌개,, , 
7590,3220000-101-2019-00646,20190613,영업/정상,26.00,135857,서울특별시 강남구 도곡동 544-4번지 호삼빌딩 ,서울 강남구 도곡로 192,신주닭발,한식,203501.724870917,443302.636299048,,,도곡동,,신주닭발,,27249352,27249352
7591,3220000-101-2019-00647,20190613,영업/정상,161.66,135819,서울특별시 강남구 논현동 93-12번지 ,서울 강남구 언주로150길 45,코지,기타,203286.306843538,446647.574428726,,,논현동,,코지,['198296761'], , 
7592,3220000-101-2019-00648,2019-06-13,영업/정상,14.32,135-768,서울특별시 강남구 역삼동 837-26 삼일프라자오피스텔,서울 강남구 도곡로1길 14,잇풀,김밥(도시락),202803.137561335,443189.823482655,,,역삼동,,잇풀,['1440932924'],1437245128,1437245128
7593,3220000-101-2019-00650,20190614,영업/정상,69.00,135907,서울특별시 강남구 역삼동 605-11번지 ,서울 강남구 봉은사로24길 11,남도,한식,202831.152164794,444874.381527832,,,역삼동,,남도,['1732091355'], , 
7594,3220000-101-2019-00651,20190614,영업/정상,44.76,135501,서울특별시 강남구 대치동 991-9번지 ,서울 강남구 삼성로58길 31,봉초밥,일식,205573.888833805,444131.007618279,,,대치동,,봉초밥,['1733187185'],1960970003,1960970003
7595,3220000-101-2019-00655,2019-06-14,영업/정상,53.45,135-954,서울특별시 강남구 청담동 86-6 옴므빌딩,서울 강남구 선릉로152길 6,베로나,기타,203458.75818397,446862.37281813,,,청담동,,베로나,['233400296'],1957709732,1957709732
7596,3220000-101-2019-00657,20190617,영업/정상,250.95,135888,서울특별시 강남구 신사동 515-8 ,서울 강남구 도산대로11길 11,페스틴 캐주얼,경양식,201911.055256324,446219.084149891,,,신사동,,페스틴 캐주얼,['209486063'], , 
7597,3220000-101-2019-00661,20190618,영업/정상,6.00,135833,서울특별시 강남구 논현동 278-7번지 ,서울 강남구 선릉로 603,포아당 선정릉역점,"외국음식전문점(인도,태국등)",203768.89659404,445394.565898323,,,논현동,,포아당 선정릉역,['817099020'], , 
7598,3220000-101-2019-00662,2019-06-19,영업/정상,697.00,135-892,서울특별시 강남구 신사동 584 규명빌딩,서울 강남구 논현로 839,창고43 압구정점,식육(숯불구이),202388.17505472,446824.627136538,,,신사동,,창고43 압구정,,198296761,198296761
7599,3220000-101-2019-00663,20190619,영업/정상,292.13,135855,서울특별시 강남구 도곡동 424-5 ,서울 강남구 논현로28길 20,뽕사부,한식,203846.616903765,442317.029291528,,,도곡동,,뽕사부,,1440932924,1440932924
7600,3220000-101-2019-00664,20190619,영업/정상,12.00,135897,서울특별시 강남구 신사동 652-3번지 YK빌딩 ,서울 강남구 도산대로49길 8,테크인 로데오점,한식,203239.081151107,446792.976730375,,,신사동,,테크인 로데오,['1227138528'],1732091355,1732091355
7601,3220000-101-2019-00665,20190619,영업/정상,302.27,135934,서울특별시 강남구 역삼동 825-20 강남역 센트럴 푸르지오 시티 ,서울 강남구 테헤란로4길 6,산원 반주헌,일식,202520.972243984,443946.832938881,,,역삼동,,산원 반주헌,['1338082674'],1733187185,1733187185
7602,3220000-101-2019-00670,20190620,영업/정상,25.59,135897,서울특별시 강남구 신사동 661-18 정동상가 ,서울 강남구 압구정로50길 7,밝은달,식육(숯불구이),203343.164354209,447278.96828281,,,신사동,,밝은달,,233400296,233400296
7603,3220000-101-2019-00673,20190620,영업/정상,143.63,135889,서울특별시 강남구 신사동 541-18번지 ,서울 강남구 강남대로152길 55,하남돼지집 가로수길점,식육(숯불구이),202019.450194023,446275.17458233,,,신사동,,하남돼지집 가로수길,['279706572'],209486063,209486063
7604,3220000-101-2019-00674,20190620,영업/정상,46.77,135210,서울특별시 강남구 율현동 71-3번지 엘리온빌딩 ,서울 강남구 밤고개로21길 69,깡미네,한식,210005.675529724,441340.28434182,,,율현동,,깡미네,['924585266'],817099020,817099020
7605,3220000-101-2019-00675,20190620,영업/정상,5.29,135724,서울특별시 강남구 압구정동 429번지 현대백화점본점 ,서울 강남구 압구정로 165,정 한뿌리죽 압구정점,한식,202358.505687227,447232.955697694,,,압구정동,,정 한뿌리죽 압구정,['1999629085'], , 
7606,3220000-101-2019-00676,20190620,영업/정상,827.10,135856,서울특별시 강남구 도곡동 467-7번지 아카데미스위트 ,서울 강남구 언주로30길 21,점보씨푸드 도곡점,기타,204538.144891563,442942.853505354,,,도곡동,,점보씨푸드 도곡,, , 
7607,3220000-101-2019-00678,20190621,영업/정상,143.82,135955,서울특별시 강남구 청담동 122-30번지 ,서울 강남구 도산대로87길 11,싸우나뮤직바,감성주점,204333.421834018,447023.575041925,,,청담동,,싸우나뮤직바,,1227138528,1227138528
7608,3220000-101-2019-00679,20190621,영업/정상,49.20,135501,서울특별시 강남구 대치동 989번지 태원 리치타운상가 ,서울 강남구 삼성로 238,주식회사 미스꼬레아,기타,205365.24299343,444049.3669835,,,대치동,,주식회사 미스꼬레아,['1373138128'],1338082674,1338082674
7609,3220000-101-2019-00680,2019-06-21,영업/정상,108.28,135-913,서울특별시 강남구 역삼동 655-4,서울 강남구 언주로107길 25,에이스,라이브카페,203223.039653642,445015.796992771,,,역삼동,,에이스,['1087702220'], , 
7610,3220000-101-2019-00682,20190621,영업/정상,124.75,135896,서울특별시 강남구 신사동 648-23,서울 강남구 압구정로46길 71-1,우보테라스,식육(숯불구이),203183.933482119,446875.738387109,,,신사동,,우보테라스,['1513977741'],279706572,279706572
7611,3220000-101-2019-00683,20190624,영업/정상,6.33,135838,서울특별시 강남구 대치동 623 남서울종합상가 ,서울 강남구 남부순환로 2921,프란츠카프카 바베큐,한식,205209.747122636,443490.817333221,,,대치동,,프란츠카프카 바베큐,,924585266,924585266
7612,3220000-101-2019-00684,20190624,영업/정상,195.03,135913,서울특별시 강남구 역삼동 652-6 ,서울 강남구 봉은사로38길 4,나능이,한식,203215.657128372,445075.766601891,,,역삼동,,나능이,['1990209305'],1999629085,1999629085
7613,3220000-101-2019-00687,20190624,영업/정상,93.17,135870,서울특별시 강남구 삼성동 70-2번지 ,서울 강남구 삼성로116길 6,분주 바이 분더컴퍼니,분식,204604.857687954,445857.773890399,,,삼성동,,분주 바이 분더컴퍼니,, , 
7614,3220000-101-2019-00690,20190625,영업/정상,47.00,135825,서울특별시 강남구 논현동 164-2 제아메디컬빌딩 ,서울 강남구 강남대로 516,크롬(Chrom),기타,201978.302305104,445117.888699555,,,논현동,,크롬,, , 
7615,3220000-101-2019-00691,20190625,영업/정상,34.70,135877,서울특별시 강남구 삼성동 144-29번지 KB우준타워 ,서울 강남구 테헤란로 447,바나프레소 포스코사거리점,기타,204884.770066515,445000.247139068,,,삼성동,,바나프레소 포스코사거리,,1373138128,1373138128
7616,3220000-101-2019-00693,20190625,영업/정상,215.72,135897,서울특별시 강남구 신사동 655-5 ,서울 강남구 선릉로155길 11,도라지위스키,정종/대포집/소주방,203355.020744266,447008.347819798,,,신사동,,도라지위스키,['1894159149'],1087702220,1087702220
7617,3220000-101-2019-00695,20190626,영업/정상,63.57,135832,서울특별시 강남구 논현동 264번지 ,서울 강남구 봉은사로43길 56,비노마노,경양식,203424.347138134,445628.779277619,,,논현동,,비노마노,['822944024'],1513977741,1513977741
7618,3220000-101-2019-00697,20190626,영업/정상,33.90,135838,서울특별시 강남구 대치동 623번지 남서울종합상가 ,서울 강남구 남부순환로 2921,슈퍼맵장떡복기 대치점,분식,205209.747122636,443490.817333221,,,대치동,,슈퍼맵장떡복기 대치,, , 
7619,3220000-101-2019-00700,20190627,영업/정상,152.75,135816,서울특별시 강남구 논현동 66-4,서울 강남구 도산대로30길 12,강화통통생고기 논현점,한식,202529.314846059,446317.107517551,,,논현동,,강화통통생고기 논현,,1990209305,1990209305
7620,3220000-101-2019-00701,20190627,영업/정상,12.00,135838,서울특별시 강남구 대치동 623 남서울종합상가 ,서울 강남구 남부순환로 2921,웅아범다방,기타,205209.747122636,443490.817333221,,,대치동,,웅아범다방,, , 
7621,3220000-101-2019-00702,20190627,영업/정상,544.50,135954,서울특별시 강남구 청담동 90-19 청담동 올리브빌딩 ,서울 강남구 선릉로152길 37,(주)스케줄코퍼레이션(스케줄청담),경양식,203705.591953257,446937.678111183,,,청담동,,스케줄코퍼레이션,['1587233105'], , 
7622,3220000-101-2019-00703,20190627,영업/정상,74.00,135957,서울특별시 강남구 청담동 132-16번지 청구 빌딩 ,서울 강남구 학동로101길 15,김군네 통닭집,호프/통닭,205004.086672612,446564.659683453,,,청담동,,김군네 통닭집,['277885876'], , 
7623,3220000-101-2019-00705,20190627,영업/정상,209.11,135840,서울특별시 강남구 대치동 899-3번지 ,서울 강남구 역삼로63길 23,세광양대창 선릉점,호프/통닭,204507.450484068,444500.834512348,,,대치동,,세광양대창 선릉,,1894159149,1894159149
7624,3220000-101-2019-00709,2019-06-28,영업/정상,66.10,135-812,서울특별시 강남구 논현동 10-10,서울 강남구 논현로149길 27,그리크,경양식,202264.666196371,446188.004899005,,,논현동,,그리크,['996457577'],822944024,822944024
7625,3220000-101-2019-00714,20190628,영업/정상,5.30,135908,서울특별시 강남구 역삼동 636-7번지 ,서울 강남구 테헤란로13길 29,(주)담희-2지점,분식,202731.490523372,444365.586992204,,,역삼동,,담희-2지,['607721193'], , 
7626,3220000-101-2019-00715,20190628,영업/정상,12.00,135908,서울특별시 강남구 역삼동 636-7번지 ,서울 강남구 테헤란로13길 29,(주)담희-논현지점,한식,202731.490523372,444365.586992204,,,역삼동,,담희-논현지,, , 
7627,3220000-101-2019-00716,20190628,영업/정상,10.50,135908,서울특별시 강남구 역삼동 636-7번지 ,서울 강남구 테헤란로13길 29,(주)담희-역삼지점,한식,202731.490523372,444365.586992204,,,역삼동,,담희-역삼지,, , 
7628,3220000-101-2019-00717,2019-07-01,영업/정상,50.38,135-981,서울특별시 강남구 역삼동 642-19 역삼하이츠빌딩,서울 강남구 테헤란로 151,질할브로스 역삼점,경양식,203120.866692148,444313.008610517,,,역삼동,,질할브로스 역삼,,1587233105,1587233105
7629,3220000-101-2019-00726,2019-07-02,영업/정상,56.61,135-948,서울특별시 강남구 청담동 1-2 청담퍼스트타워,서울 강남구 도산대로 406,핸다이닝,김밥(도시락),203462.979989519,446732.459229826,,,청담동,,핸다이닝,['2056472507'],277885876,277885876
7630,3220000-101-2019-00727,2019-07-02,영업/정상,835.87,135-947,서울특별시 강남구 일원동 717 삼성생명 일원역 빌딩,서울 강남구 일원로 115,풀무원푸드앤컬처 서울병원 일원점,한식,207399.55165484,442426.399301013,,,일원동,,풀무원푸드앤컬처 서울병원 일원,['1388438571'], , 
7631,3220000-101-2019-00728,20190702,영업/정상,66.10,135925,서울특별시 강남구 역삼동 747-14번지 ,서울 강남구 논현로75길 7,이도,일식,203313.873389373,443801.353655111,,,역삼동,,이도,['561181579'],996457577,996457577
7632,3220000-101-2019-00729,20190702,영업/정상,81.88,135847,서울특별시 강남구 대치동 957-4번지 ,서울 강남구 삼성로86길 12,부엉이 식당(ミミズク),일식,205101.112209889,444830.236594345,,,대치동,,부엉이 식당,,607721193,607721193
7633,3220000-101-2019-00730,20190702,영업/정상,15.00,135877,서울특별시 강남구 삼성동 144-14 채널리저브 ,서울 강남구 삼성로 517,정 한뿌리죽 키친 삼성점,한식,204828.180350057,445089.672895407,,,삼성동,,정 한뿌리죽 키친 삼성,['142815901'], , 
7634,3220000-101-2019-00731,20190702,영업/정상,25.35,135930,서울특별시 강남구 역삼동 796-29 역삼종합시장 더블루 ,서울 강남구 논현로63길 16,뉴욕,호프/통닭,203389.562748068,443422.779316247,,,역삼동,,뉴욕,['2057523686'], , 
7635,3220000-101-2019-00736,20190401,영업/정상,48.00,135896,서울특별시 강남구 신사동 646-8 ,서울 강남구 언주로164길 35-3,롸카두둘두(압구정점),경양식,203151.199317562,447040.07293544,,,신사동,,롸카두둘두,, , 
7636,3220000-101-2019-00737,20190703,영업/정상,266.98,135953,서울특별시 강남구 청담동 69-5번지 리유빌딩 ,서울 강남구 학동로97길 41,에이오(A5),식육(숯불구이),204730.932659629,446687.844329402,,,청담동,,에이오,['663984228'],2056472507,2056472507
7637,3220000-101-2019-00740,20190703,영업/정상,28.00,135868,서울특별시 강남구 삼성동 49-4번지 ,서울 강남구 봉은사로71길 6,엔포라,기타,204368.794966879,445606.337767243,,,삼성동,,엔포라,['1863764320'],1388438571,1388438571
7638,3220000-101-2019-00743,20190704,영업/정상,63.44,135911,서울특별시 강남구 역삼동 648-9번지 ,서울 강남구 테헤란로 129,알라보(allavo) 강남역점,기타,202769.76,444195.925,,,역삼동,,알라보,['1347022463'],561181579,561181579
7639,3220000-101-2019-00744,20190704,영업/정상,21.31,135768,서울특별시 강남구 역삼동 837-26번지 삼일프라자오피스텔 ,서울 강남구 도곡로1길 14,전라도밥집 순천댁,한식,202803.137561335,443189.823482655,,,역삼동,,전라도밥집 순천댁,, , 
7640,3220000-101-2019-00745,2019-07-04,영업/정상,198.86,135-897,서울특별시 강남구 신사동 656-6,서울 강남구 도산대로51길 33,사라우츠(ZARAUTZ),한식,203279.013521832,447011.556765885,,,신사동,,사라우츠,['614688241'],142815901,142815901
7641,3220000-101-2019-00746,20190705,영업/정상,164.03,135887,서울특별시 강남구 신사동 510-9번지 ,서울 강남구 강남대로156길 17-1,크라운돼지,한식,201742.824876177,446251.977746248,,,신사동,,크라운돼지,,2057523686,2057523686
7642,3220000-101-2019-00748,2019-07-05,영업/정상,24.60,135-925,서울특별시 강남구 역삼동 749-15,서울 강남구 역삼로17길 13,차고집,호프/통닭,203097.744819691,443720.33110743,,,역삼동,,차고집,, , 
7643,3220000-101-2019-00750,20190705,영업/정상,76.48,135890,서울특별시 강남구 신사동 555-39번지 ,서울 강남구 도산대로17길 30,에이커스서울,경양식,202079.560424752,446493.91075741,,,신사동,,에이커스서울,,663984228,663984228
7644,3220000-101-2019-00753,20190708,영업/정상,63.64,135889,서울특별시 강남구 신사동 544-23번지 ,서울 강남구 도산대로17길 35,샌드커피논탄토,기타,202041.812853861,446520.379992346,,,신사동,,샌드커피논탄토,['30716323'],1863764320,1863764320
7645,3220000-101-2019-00757,20190708,영업/정상,33.54,135918,서울특별시 강남구 역삼동 707-34번지 한신인터밸리24빌딩 ,서울 강남구 테헤란로 322,아임샌드,기타,204044.789948927,444529.84042741,,,역삼동,,아임샌드,['287001947'],1347022463,1347022463
7646,3220000-101-2019-00758,2019-07-08,영업/정상,178.46,135-913,서울특별시 강남구 역삼동 661-35 기소지,서울 강남구 논현로102길 57,미호,경양식,203439.206923008,444901.803926749,,,역삼동,,미호,['789960699'], , 
7647,3220000-101-2019-00759,20190708,영업/정상,122.45,135888,서울특별시 강남구 신사동 515-10번지 ,서울 강남구 강남대로152길 33,로얄블랙,기타,201877.526103127,446200.854806562,,,신사동,,로얄블랙,['2145436919'],614688241,614688241
7648,3220000-101-2019-00763,20190709,영업/정상,12.00,135829,서울특별시 강남구 논현동 226번지 ,서울 강남구 봉은사로33길 34,한사바리 해장국,한식,203028.770827635,445334.720542615,,,논현동,,한사바리 해장국,['156056033'], , 
7649,3220000-101-2019-00764,20190709,영업/정상,21.45,135826,서울특별시 강남구 논현동 190번지 ,서울 강남구 논현로115길 29,매불닭발,기타,202648.884432528,445116.995476462,,,논현동,,매불닭발,['925390064'], , 
7650,3220000-101-2019-00767,2019-07-10,영업/정상,59.70,135-918,서울특별시 강남구 역삼동 706-17 역삼오피스텔,서울 강남구 언주로 432-10,아침점심저녁 강남점,한식,203827.124177082,444439.070588534,,,역삼동,,아침점심저녁 강남,['1215652183'], , 
7651,3220000-101-2019-00772,20190711,영업/정상,66.56,135949,서울특별시 강남구 청담동 19-17번지 미준빌딩 ,서울 강남구 선릉로148길 48,산다이,일식,203766.60337491,446722.968708134,,,청담동,,산다이,,30716323,30716323
7652,3220000-101-2019-00776,20190712,영업/정상,126.59,135911,서울특별시 강남구 역삼동 648-9번지 ,서울 강남구 테헤란로 129,수수커피 강남N타워점,기타,202769.76,444195.925,,,역삼동,,수수커피 강남N타워,['333269324'],287001947,287001947
7653,3220000-101-2019-00778,20190712,영업/정상,227.48,135911,서울특별시 강남구 역삼동 646-4 ,서울 강남구 강남대로94길 86,타이홀릭,한식,202951.131851939,444272.491201721,,,역삼동,,타이홀릭,,789960699,789960699
7654,3220000-101-2019-00780,20190715,영업/정상,108.94,135200,서울특별시 강남구 자곡동 649번지 ,서울 강남구 자곡로 174-10,이태리부대찌개 강남자곡점,한식,209038.198426983,441163.795720684,,,자곡동,,이태리부대찌개 강남자곡,['1387055292'],2145436919,2145436919
7655,3220000-101-2019-00783,20190715,영업/정상,76.00,135913,서울특별시 강남구 역삼동 658-21번지 ,서울 강남구 봉은사로34길 20,피자피자바이스타빙배(PIZZA PIZZA BY STARVING BAE),기타,203189.018329553,444966.215331724,,,역삼동,,피자피자바이스타빙배,,156056033,156056033
7656,3220000-101-2019-00784,20190715,영업/정상,70.00,135860,서울특별시 강남구 도곡동 954-3 ,서울 강남구 강남대로44길 14,윈썸(winsome),한식,203021.141387132,442630.754794344,,,도곡동,,윈썸,,925390064,925390064
7657,3220000-101-2019-00785,20190715,영업/정상,12.00,135829,서울특별시 강남구 논현동 226번지 ,서울 강남구 봉은사로33길 34,쭈블링쭈꾸미볶음,한식,203028.770827635,445334.720542615,,,논현동,,쭈블링쭈꾸미볶음,,1215652183,1215652183
7658,3220000-101-2019-00786,20190715,영업/정상,"1,362.00",135210,서울특별시 강남구 율현동 68-8번지 ,서울 강남구 밤고개로21길 79,더그레이스 켈리 수서,기타,,,,,율현동,,더그레이스 켈리 수서,['974328809'], , 
7659,3220000-101-2019-00788,2019-07-16,영업/정상,41.89,135-887,서울특별시 강남구 신사동 512-21,서울 강남구 도산대로1길 10,신사만장어,식육(숯불구이),201713.280105147,446129.893615857,,,신사동,,신사만장어,,333269324,333269324
7660,3220000-101-2019-00789,20190716,영업/정상,15.00,135877,서울특별시 강남구 삼성동 144-14 채널리저브 ,서울 강남구 삼성로 517,정 한뿌리죽 삼성점,한식,204828.180350057,445089.672895407,,,삼성동,,정 한뿌리죽 삼성,['976782336'], , 
7661,3220000-101-2019-00790,20190716,영업/정상,134.40,135922,서울특별시 강남구 역삼동 705-19번지 엔지니어링공제빌딩 ,서울 강남구 테헤란로 335,바나프레소 선릉역사거리점,경양식,204200.273513675,444716.327672856,,,역삼동,,바나프레소 선릉역사거리,['709249948'],1387055292,1387055292
7662,3220000-101-2019-00792,2019-07-16,영업/정상,77.13,135-937,서울특별시 강남구 역삼동 837-36 랜드마크타워,서울 강남구 강남대로 308,(주)현대그린푸드 이노션본사점,한식,202741.810407842,443163.645142153,,,역삼동,,현대그린푸드 이노션본사,['146588453'], , 
7663,3220000-101-2019-00794,2019-07-17,영업/정상,70.40,135-501,서울특별시 강남구 대치동 991-4 태안빌딩,서울 강남구 도곡로 532,한국피자헛 대치동점,기타,205639.840256517,444176.294312025,,,대치동,,한국피자헛 대치동,['1292909425'], , 
7664,3220000-101-2019-00797,20190717,영업/정상,197.00,135957,서울특별시 강남구 청담동 132-16번지 청구 빌딩 ,서울 강남구 학동로101길 15,화통식당,한식,205004.086672612,446564.659683453,,,청담동,,화통식당,['845463234'], , 
7665,3220000-101-2019-00798,20190717,영업/정상,38.63,135935,서울특별시 강남구 역삼동 826-29번지 역삼동우정에쉐르1 ,서울 강남구 테헤란로4길 32,주식회사 헤비스테이크 강남역점,경양식,202598.254443727,443789.062260079,,,역삼동,,주식회사 헤비스테이크 강남역,['2137825942'],974328809,974328809
7666,3220000-101-2019-00800,20190717,영업/정상,99.94,135915,서울특별시 강남구 역삼동 678-1 ,서울 강남구 논현로94길 22,미켈란 역삼점,한식,203303.287772172,444492.427410759,,,역삼동,,미켈란 역삼,['114427899'], , 
7667,3220000-101-2019-00802,20190718,영업/정상,89.10,135822,서울특별시 강남구 논현동 122-3,서울 강남구 학동로6길 8,소호,기타,202015.916578891,445439.081444142,,,논현동,,소호,,976782336,976782336
7668,3220000-101-2019-00803,20190718,영업/정상,91.96,135889,서울특별시 강남구 신사동 539-1번지 ,서울 강남구 강남대로152길 62,야사이마끼 쿠이신보,일식,202076.602026573,446273.150924984,,,신사동,,야사이마끼 쿠이신보,['1878711032'],709249948,709249948
7669,3220000-101-2019-00804,20190718,영업/정상,29.64,135516,서울특별시 강남구 일원동 683번지 금성빌딩 ,서울 강남구 일원로 33,용천 옛날통닭,호프/통닭,207101.466283376,443190.381253201,,,일원동,,용천 옛날통닭,,146588453,146588453
7670,3220000-101-2019-00805,2019-07-18,영업/정상,175.71,135-840,서울특별시 강남구 대치동 896-16,서울 강남구 선릉로86길 30,국고집,식육(숯불구이),204547.482322297,444603.388450495,,,대치동,모범식당지정,국고집,,1292909425,1292909425
7671,3220000-101-2019-00806,20190718,영업/정상,36.18,135826,서울특별시 강남구 논현동 176-23번지 유퍼스트빌딩 ,서울 강남구 논현로115길 12,뚜또카페,기타,202747.963249122,445196.235603864,,,논현동,,뚜또카페,,845463234,845463234
7672,3220000-101-2019-00807,20190719,영업/정상,67.84,135855,서울특별시 강남구 도곡동 422-1 ,서울 강남구 논현로28길 50,고기창고 도곡점,분식,203988.660878939,442467.9981085,,,도곡동,,고기창고 도곡,,2137825942,2137825942
7673,3220000-101-2019-00817,20190722,영업/정상,35.00,135825,서울특별시 강남구 논현동 143-23 ,서울 강남구 강남대로124길 5,마르케,기타,201971.576320859,445183.196574556,,,논현동,,마르케,,114427899,114427899
7674,3220000-101-2019-00818,20190722,영업/정상,81.13,135812,서울특별시 강남구 논현동 10-15번지 escape ,서울 강남구 논현로145길 46,더 282,기타,202183.71008819,446053.209077596,,,논현동,,더 282,['2415009'], , 
7675,3220000-101-2019-00819,20190722,영업/정상,89.00,135854,서울특별시 강남구 도곡동 420-2번지 신우빌딩 ,서울 강남구 논현로30길 42,카츠오우 도곡점,일식,203918.482518598,442497.255526374,,,도곡동,,카츠오우 도곡,['2052164387'],1878711032,1878711032
7676,3220000-101-2019-00821,2019-07-23,영업/정상,21.00,135-839,서울특별시 강남구 대치동 889-41,서울 강남구 선릉로 428,더블유더블유 선릉삼호점 2층,경양식,204338.403739614,444582.424929426,,,대치동,,더블유더블유 선릉삼호점 2층,['1863231720'], , 
7677,3220000-101-2019-00822,2019-07-23,영업/정상,18.65,135-839,서울특별시 강남구 대치동 889-41,서울 강남구 선릉로 428,더블유더블유 선릉삼호점 19층,경양식,204338.403739614,444582.424929426,,,대치동,,더블유더블유 선릉삼호점 19층,['884393370'], , 
7678,3220000-101-2019-00823,20190724,영업/정상,64.00,135829,서울특별시 강남구 논현동 216-4번지 ,서울 강남구 논현로 650,세종한우 샤브샤브 전문점,한식,202765.384130549,445512.257166136,,,논현동,,세종한우 샤브샤브 전문,, , 
7679,3220000-101-2019-00824,20190724,영업/정상,137.96,135819,서울특별시 강남구 논현동 95-7 진명빌딩 ,서울 강남구 언주로150길 50,장승원아트라이브,감성주점,203312.954546016,446638.270970437,,,논현동,,장승원아트라이브,['850853741'], , 
