Unnamed: 0,MGTNO,APVPERMYMD,TRDSTATENM,SITEAREA,SITEPOSTNO,SITEWHLADDR,RDNWHLADDR,BPLCNM,UPTAENM,X,Y,TRDPJUBNSENM,WTRSPLYFACILSENM,dong,exemplary_diner,keyword,id,id_mod,id_mod2
934,3220000-101-1997-20024,19971224,영업/정상,121.48,135878,서울특별시 강남구 삼성동 153-28,서울 강남구 삼성로104길 28 ,정사장네 갈매기,한식,204967.066611198,445447.233199222,,,삼성동,,정사장네 갈매기,['9474243'],1882522850,1882522850
935,3220000-101-1997-20601,19970705,영업/정상,35.28,135897,서울특별시 강남구 신사동 657-21 ,서울 강남구 도산대로51길 41 ,추풍령칼삼겹살,한식,203298.216449527,447080.126468605,기타,상수도전용,신사동,모범식당지정,추풍령칼삼겹살,,9474243,9474243
936,3220000-101-1997-20769,19970523,영업/정상,109.08,135917,서울특별시 강남구 역삼동 697-11번지 ,서울 강남구 선릉로93길 18 ,후,경양식,204069.137085371,444786.116475712,기타,상수도전용,역삼동,,후,['8371848'], , 
937,3220000-101-1997-21513,19970410,영업/정상,210.28,135875,서울특별시 강남구 삼성동 140-20 ,서울 강남구 선릉로100길 34 ,선릉가든,한식,204350.081214142,444938.861053647,기타,상수도전용,삼성동,,선릉가든,['11088741'],8371848,8371848
938,3220000-101-1997-21537,19970602,영업/정상,330.58,135917,서울특별시 강남구 역삼동 697-11 지상1층 ,서울 강남구 선릉로93길 18 ,동해수산,일식,204069.137085371,444786.116475712,기타,상수도전용,역삼동,,동해수산,,11088741,11088741
939,3220000-101-1997-22076,19970820,영업/정상,91.14,135821,서울특별시 강남구 논현동 112-8번지 ,서울 강남구 선릉로131길 22-4,들꽃향기시골밥상,한식,203388.153488566,446159.793845718,주택가주변,상수도전용,논현동,,들꽃향기시골밥상,['691743164'], , 
940,3220000-101-1997-22687,19971028,영업/정상,169.69,135936,서울특별시 강남구 역삼동 830-32번지 ,서울 강남구 역삼로3길 14,강남 시소,한식,202718.352564143,443585.754338383,기타,상수도전용,역삼동,,강남 시소,['10637815'],691743164,691743164
941,3220000-101-1998-00561,19981107,영업/정상,337.43,135892,서울특별시 강남구 신사동 585-0번지 ,서울 강남구 논현로 833 ,오미가,한식,202374.317790828,446731.457768407,기타,상수도전용,신사동,모범식당지정,오미가,['13302145'],10637815,10637815
942,3220000-101-1998-00599,19981102,영업/정상,103.20,135840,서울특별시 강남구 대치동 896-28번지 ,서울 강남구 테헤란로68길 25 ,한방정통삼계탕,한식,204603.13605546,444606.621960676,기타,상수도전용,대치동,,한방정통삼계탕,,13302145,13302145
943,3220000-101-1998-04541,19980916,영업/정상,282.40,135827,서울특별시 강남구 논현동 182-29번지 ,서울 강남구 강남대로118길 11 ,한신포차,한식,202101.520377893,444938.501433117,기타,상수도전용,논현동,,한신포차,['26592607'], , 
944,3220000-101-1998-04723,19981130,영업/정상,21.12,135897,서울특별시 강남구 신사동 661-1번지 ,서울 강남구 압구정로 338 ,스마일골목집,분식,203368.92423791,447298.458358351,기타,상수도전용,신사동,,스마일골목집,['22547607'],26592607,26592607
945,3220000-101-1998-04727,19981209,영업/정상,74.53,135936,서울특별시 강남구 역삼동 831-25번지 ,서울 강남구 강남대로78길 14 ,깐부치킨 강남역 플래티넘점,분식,202631.012297732,443635.297258643,기타,상수도전용,역삼동,,깐부치킨 강남역 플래티넘,['16038823'],22547607,22547607
946,3220000-101-1998-04749,19980923,영업/정상,57.19,135939,서울특별시 강남구 개포동 14-1번지 207-3호 ,서울 강남구 개포로109길 34 ,클린턴광장,분식,206794.144841917,443559.617899002,아파트지역,상수도전용,개포동,,클린턴광장,,16038823,16038823
947,3220000-101-1998-04751,19980924,영업/정상,32.00,135939,서울특별시 강남구 개포동 14-1번지 ,서울 강남구 개포로109길 34 ,맥시카나치킨호프,분식,206794.144841917,443559.617899002,기타,상수도전용,개포동,,맥시카나치킨호프,['13624172'], , 
948,3220000-101-1998-04752,19980930,영업/정상,27.13,135822,서울특별시 강남구 논현동 141-7번지 ,서울 강남구 학동로2길 19 ,손국시,분식,201956.561428209,445325.198366946,주택가주변,상수도전용,논현동,,손국시,['21415136'],13624172,13624172
949,3220000-101-1998-04753,19981002,영업/정상,17.18,135962,서울특별시 강남구 개포동 1201-9번지 ,서울 강남구 개포로22길 49 ,포이김밥초밥,분식,204368.39,441558.095,기타,상수도전용,개포동,,포이김밥초밥,,21415136,21415136
950,3220000-101-1998-04771,19980817,영업/정상,141.32,135716,서울특별시 강남구 삼성동 141-0번지 성원빌딩지하1층 ,서울 강남구 선릉로 514 ,만강홍,분식,204253.562094788,444823.936628416,기타,상수도전용,삼성동,,만강홍,['18601941'], , 
951,3220000-101-1998-04772,19980820,영업/정상,135.81,135509,서울특별시 강남구 삼성동 120-17번지 지상1층 ,서울 강남구 삼성로103길 6 ,나주본가설렁탕,분식,204707.354957582,445366.819117393,기타,상수도전용,삼성동,,나주본가설렁탕,['927785798'],18601941,18601941
952,3220000-101-1998-04773,19980821,영업/정상,141.43,135847,서울특별시 강남구 대치동 957-2번지 ,서울 강남구 삼성로86길 8 ,이가네 양꼬치,한식,205074.827787919,444819.525414726,기타,상수도전용,대치동,,이가네 양꼬치,,927785798,927785798
953,3220000-101-1998-04783,19980805,영업/정상,92.42,135854,서울특별시 강남구 도곡동 518-6번지 ,서울 강남구 논현로30길 8 ,소담골,한식,203758.175,442315.525,기타,상수도전용,도곡동,,소담골,, , 
954,3220000-101-1998-04797,19980611,영업/정상,19.80,135925,서울특별시 강남구 역삼동 751-16번지 ,서울 강남구 역삼로 139 ,한가네(분식집),분식,202997.684572772,443603.095909342,기타,상수도전용,역삼동,,한가네,, , 
955,3220000-101-1998-04806,19980703,영업/정상,29.20,135501,서울특별시 강남구 대치동 994-12번지 ,서울 강남구 영동대로 213 ,을지로골뱅이,분식,205998.027420327,443964.000765917,아파트지역,상수도전용,대치동,,을지로골뱅이,, , 
956,3220000-101-1998-04813,1998-05-09,영업/정상,20.66,135-840,서울특별시 강남구 대치동 900-7,서울 강남구 역삼로63길 20,돈그리아,분식,204544.379830553,444468.560663357,,,대치동,,돈그리아,, , 
957,3220000-101-1998-04823,19980529,영업/정상,44.72,135939,서울특별시 강남구 개포동 14-1번지 지하층104.105.106호(일원동677-4에서99.12.24장소이전) ,서울 강남구 개포로109길 34 ,뚱보식당,한식,206794.144841917,443559.617899002,기타,상수도전용,개포동,,뚱보식당,, , 
958,3220000-101-1998-04842,19980115,영업/정상,20.93,135887,서울특별시 강남구 신사동 502-7번지 ,서울 강남구 강남대로 622,종로김밥,분식,201664.929814711,446119.202666065,기타,상수도전용,신사동,,종로김밥,, , 
959,3220000-101-1998-04845,19980203,영업/정상,88.14,135915,서울특별시 강남구 역삼동 674-38번지 ,서울 강남구 테헤란로39길 41 ,국민전통갈비 미소그릴,한식,203514.056518311,444770.698451987,주택가주변,상수도전용,역삼동,,국민전통갈비 미소그릴,['16057721'], , 
960,3220000-101-1998-04847,1998-02-03,영업/정상,25.59,135-897,서울특별시 강남구 신사동 661-18 정동상가,서울 강남구 압구정로50길 7,탁골감자탕,분식,203343.164354209,447278.96828281,,,신사동,,탁골감자탕,,16057721,16057721
961,3220000-101-1998-04857,19980220,영업/정상,138.87,135894,서울특별시 강남구 신사동 607-3,서울 강남구 압구정로36길 34,실키웨이,한식,202701.327342914,447110.137279319,,,신사동,,실키웨이,['527407577'], , 
962,3220000-101-1998-05813,19981220,영업/정상,96.81,135280,서울특별시 강남구 대치동 657-5번지 ,,로마노피자,분식,,,기타,상수도전용,대치동,,로마노피자,['10973655'],527407577,527407577
963,3220000-101-1998-07232,19981027,영업/정상,111.54,135847,서울특별시 강남구 대치동 957-0번지 ,서울 강남구 삼성로 432 ,호아빈삼성점,일식,205035.933143282,444803.261359587,기타,상수도전용,대치동,,호아빈삼성,,10973655,10973655
964,3220000-101-1998-07240,19981209,영업/정상,98.24,135936,서울특별시 강남구 역삼동 831-25,서울 강남구 강남대로78길 14 ,달래해장 강남역플래티넘점,한식,202631.012297732,443635.297258643,,,역삼동,,달래해장 강남역플래티넘,['1746781039'], , 
965,3220000-101-1998-07242,19981215,영업/정상,108.25,135893,서울특별시 강남구 신사동 590-22번지 ,서울 강남구 논현로 808 ,아미가,한식,202440.412695246,446520.871094601,기타,상수도전용,신사동,,아미가,,1746781039,1746781039
966,3220000-101-1998-07263,19980216,영업/정상,168.18,135846,서울특별시 강남구 대치동 947 ,서울 강남구 영동대로85길 9,(주)커피빈코리아 삼성역글라스타워뒷점,한식,205492.595,444987.989999999,학교정화(상대),상수도전용,대치동,,커피빈코리아 삼성역글라스타워뒷,['8013961'], , 
967,3220000-101-1998-07267,19980409,영업/정상,132.46,135841,서울특별시 강남구 대치동 903-18번지 ,서울 강남구 삼성로75길 9 ,여수동촌,한식,205012.610205003,444576.236374152,아파트지역,상수도전용,대치동,,여수동촌,,8013961,8013961
968,3220000-101-1998-07932,19981216,영업/정상,29.00,135945,서울특별시 강남구 일원동 666-5번지 ,서울 강남구 일원로9길 32,준,한식,207384.855,443094.38,주택가주변,상수도전용,일원동,,준,, , 
969,3220000-101-1998-07939,19981228,영업/정상,186.54,135517,서울특별시 강남구 청담동 99-20번지 퀸빌딩7층 ,서울 강남구 압구정로 450 ,베네디지오네,경양식,203993.499310516,447074.850750851,주택가주변,상수도전용,청담동,,베네디지오네,['11247539'], , 
970,3220000-101-1998-07974,19981104,영업/정상,494.60,135892,서울특별시 강남구 신사동 582-3번지 ,서울 강남구 압구정로28길 25 ,토모,일식,202389.551642307,446966.801695763,기타,상수도전용,신사동,,토모,,11247539,11247539
971,3220000-101-1998-08016,19980925,영업/정상,180.40,135814,서울특별시 강남구 논현동 48-5번지 ,서울 강남구 학동로1길 14 ,에스,경양식,201857.798970539,445571.354506546,주택가주변,상수도전용,논현동,,에스,, , 
972,3220000-101-1998-08020,19980917,영업/정상,362.41,135502,"서울특별시 강남구 대치동 996-1번지 진성B/D18, 19,동 20층호",서울 강남구 테헤란로 620,라퓨타씨그릴,경양식,205720.260563437,445222.449807658,기타,상수도전용,대치동,,라퓨타씨그릴,, , 
973,3220000-101-1998-08045,19980916,영업/정상,26.42,135916,서울특별시 강남구 역삼동 681-2번지 ,서울 강남구 봉은사로44길 5 ,이모네포차,경양식,203504.153665951,445166.479440112,기타,상수도전용,역삼동,,이모네포차,, , 
974,3220000-101-1998-08058,19980829,영업/정상,107.92,135890,서울특별시 강남구 신사동 549-0번지 ,서울 강남구 압구정로 132 ,리뷰,경양식,201984.506744104,446888.643606537,기타,상수도전용,신사동,,리뷰,, , 
975,3220000-101-1998-08097,19980618,영업/정상,66.60,135925,서울특별시 강남구 역삼동 747-22번지 지상1층 ,서울 강남구 논현로 403 ,명인만두 역삼2호점,경양식,203367.398474254,443765.970229336,기타,상수도전용,역삼동,,명인만두 역삼2호,['948434557'], , 
976,3220000-101-1998-08109,19980626,영업/정상,198.04,135880,서울특별시 강남구 삼성동 157-23번지 지상2층 ,서울 강남구 테헤란로81길 16,호신각,호프/통닭,204981.338748478,445111.693773511,기타,상수도전용,삼성동,,호신각,,948434557,948434557
977,3220000-101-1998-08117,19980609,영업/정상,48.60,135875,서울특별시 강남구 삼성동 140-22번지 ,서울 강남구 선릉로 520 ,베티,경양식,204218.237783818,444865.420824845,기타,상수도전용,삼성동,,베티,, , 
978,3220000-101-1998-08125,19980615,영업/정상,64.00,135947,서울특별시 강남구 일원동 715-1번지 201호 ,서울 강남구 일원로 95 ,생생돈까스,경양식,207316.171537708,442619.805386643,아파트지역,상수도전용,일원동,,생생돈까스,, , 
979,3220000-101-1998-08128,19980527,영업/정상,89.91,135951,서울특별시 강남구 청담동 40-29번지 ,서울 강남구 선릉로 710 ,사카,경양식,203570.249537672,446237.026076156,기타,상수도전용,청담동,,사카,, , 
980,3220000-101-1998-08140,19980520,영업/정상,98.14,135896,서울특별시 강남구 신사동 636-27번지 2층 ,서울 강남구 압구정로42길 26 ,아로제,경양식,203013.724569842,447216.483268897,주택가주변,상수도전용,신사동,,아로제,['16037901'], , 
981,3220000-101-1998-08141,19980522,영업/정상,185.46,135924,서울특별시 강남구 역삼동 736-37번지 ,서울 강남구 논현로87길 23,태평식당,호프/통닭,203019.497879504,444130.331838519,기타,상수도전용,역삼동,,태평식당,['10357544'],16037901,16037901
982,3220000-101-1998-08153,19980502,영업/정상,186.75,135816,서울특별시 강남구 논현동 63-16번지 ,서울 강남구 언주로147길 18 ,리미지,경양식,202826.242434617,446402.761144978,기타,상수도전용,논현동,,리미지,,10357544,10357544
983,3220000-101-1998-08155,19980504,영업/정상,65.50,135821,서울특별시 강남구 논현동 118번지 ,서울 강남구 선릉로131길 25,담소소사골순대국(강남구청역점),경양식,203372.396865723,446102.021414141,주택가주변,상수도전용,논현동,,담소소사골순대국,, , 
984,3220000-101-1998-08169,19980416,영업/정상,61.55,135913,서울특별시 강남구 역삼동 656-18번지 ,서울 강남구 논현로106길 52 ,아이스벅,경양식,203337.947644183,444981.282639678,유흥업소밀집지역,상수도전용,역삼동,,아이스벅,, , 
985,3220000-101-1998-08188,19980323,영업/정상,47.04,135930,서울특별시 강남구 역삼동 797-3번지 ,서울 강남구 논현로 333 ,노가리앤비어,경양식,203413.064917335,443641.819954025,기타,상수도전용,역삼동,,노가리앤비어,, , 
986,3220000-101-1998-08197,19980309,영업/정상,134.57,135913,서울특별시 강남구 역삼동 655-26,서울 강남구 봉은사로38길 12 ,제이(J),경양식,203250.546106565,445022.309557875,,,역삼동,,제이,, , 
987,3220000-101-1998-08200,19980311,영업/정상,123.19,135845,서울특별시 강남구 대치동 942-13,서울 강남구 테헤란로82길 11 ,국민한우집 삼성역점(구 칠프로칠백식당 포스코점),경양식,205070.009601878,444892.696896869,,,대치동,모범식당지정,국민한우집 삼성역,, ,1259415579
988,3220000-101-1998-08216,19980205,영업/정상,77.36,135937,서울특별시 강남구 역삼동 837-1번지 ,서울 강남구 강남대로66길 6 ,짬뽕의전설,경양식,202712.185,443274.78,유흥업소밀집지역,상수도전용,역삼동,,짬뽕의전설,"['23996372', '21686318']", , 
989,3220000-101-1998-08235,19980120,영업/정상,89.98,135811,서울특별시 강남구 논현동 13-18번지 (지하1층) ,서울 강남구 도산대로8길 17 ,Beer2DDa(비어이따 강남점),한식,201911.033739201,445961.681758741,기타,상수도전용,논현동,,Beer2DDa,['16588482'],23996372,23996372
990,3220000-101-1998-12666,19981212,영업/정상,95.86,135856,"서울특별시 강남구 도곡동 467-24번지 우성캐릭터지하1층6,7,8호 ",서울 강남구 언주로 118 ,우성각,중국식,204518.8799802,442703.584823804,아파트지역,상수도전용,도곡동,,우성각,['2144108112'],16588482,16588482
991,3220000-101-1998-12683,19980709,영업/정상,121.94,135820,서울특별시 강남구 논현동 111-28번지 지상1층 ,서울 강남구 선릉로133길 3,뽕사부,중국식,203511.560902347,446217.245293527,기타,상수도전용,논현동,,뽕사부,['14502593'],2144108112,2144108112
992,3220000-101-1998-12685,1998-07-30,영업/정상,242.36,135-915,"서울특별시 강남구 역삼동 673-36 지상1,2층",서울 강남구 테헤란로37길 27 ,리밍,중국식,203476.478513546,444648.015521162,,,역삼동,,리밍,['1907052666'],14502593,14502593
993,3220000-101-1998-12689,19981016,영업/정상,206.37,135936,서울특별시 강남구 역삼동 831-25번지 ,서울 강남구 강남대로78길 14,교대이층집강남역점,중국식,202631.012297732,443635.297258643,기타,상수도전용,역삼동,모범식당지정,교대이층집강남역,,1907052666,1907052666
994,3220000-101-1998-12691,19981029,영업/정상,94.63,135515,서울특별시 강남구 역삼동 787-1번지 ,서울 강남구 논현로64길 22 ,(중화요리)남경,중국식,203668.426416169,443485.604196084,기타,상수도전용,역삼동,,,['10960059'],,
995,3220000-101-1998-13154,19981217,영업/정상,347.15,135816,서울특별시 강남구 논현동 62-6번지 ,서울 강남구 도산대로 232 ,마포숯불갈비,한식,202830.4370738,446489.394307479,기타,상수도전용,논현동,모범식당지정,마포숯불갈비,['10669643'], ,24943998
996,3220000-101-1998-13155,19981219,영업/정상,85.40,135513,서울특별시 강남구 역삼동 700-30 ,서울 강남구 언주로98길 22,황금어장,한식,203788.059489793,444728.265843551,기타,상수도전용,역삼동,,황금어장,,10960059,10960059
997,3220000-101-1998-13159,19981223,영업/정상,22.66,135802,서울특별시 강남구 개포동 159-11번지 ,서울 강남구 선릉로6길 5 ,의정부원조부대찌게,한식,205370.748853313,442278.518772288,아파트지역,상수도전용,개포동,,의정부원조부대찌게,['21417007'],10669643,10669643
998,3220000-101-1998-13163,19981229,영업/정상,36.38,135964,서울특별시 강남구 개포동 1236-2번지 ,서울 강남구 논현로18길 10-6 ,미가대구요리전문점,한식,203986.571288658,441699.832631973,기타,상수도전용,개포동,,미가대구요리전문,['15954096'], , 
999,3220000-101-1998-13170,19981216,영업/정상,362.50,135920,서울특별시 강남구 역삼동 719-34번지 ,,남도향기 조이아시아,한식,203601.728142363,444320.338814217,기타,상수도전용,역삼동,,남도향기 조이아시아,,21417007,21417007
1000,3220000-101-1998-13172,19981210,영업/정상,29.58,135190,서울특별시 강남구 세곡동 124-2번지 ,서울 강남구 밤고개로34길 4 ,청해식당,한식,209423.649311203,440208.558412381,기타,상수도전용,세곡동,,청해식당,['16055349'],15954096,15954096
1001,3220000-101-1998-13173,19981211,영업/정상,92.02,135856,서울특별시 강남구 도곡동 467-24번지 ,서울 강남구 언주로 118,으뜸,한식,204518.8799802,442703.584823804,기타,상수도전용,도곡동,,으뜸,['16501276'], , 
1002,3220000-101-1998-13174,19981212,영업/정상,58.57,135513,서울특별시 강남구 역삼동 700-30번지 ,서울 강남구 언주로98길 22 ,어람촌,한식,203788.059489793,444728.265843551,기타,상수도전용,역삼동,,어람촌,['13306728'],16055349,16055349
1003,3220000-101-1998-13175,19981214,영업/정상,30.42,135840,서울특별시 강남구 대치동 897-3번지 ,서울 강남구 선릉로 420 ,청국장 서갈비,한식,204375.00926346,444478.646849207,기타,상수도전용,대치동,,청국장 서갈비,['11981186'],16501276,16501276
1004,3220000-101-1998-13181,19981216,영업/정상,68.07,135936,서울특별시 강남구 역삼동 829-8번지 ,서울 강남구 역삼로7길 8 ,포몬스역삼점,한식,202875.865309681,443608.987141461,기타,상수도전용,역삼동,,포몬스역삼,['9164747'],13306728,13306728
1005,3220000-101-1998-13190,19981127,영업/정상,75.60,135909,서울특별시 강남구 역삼동 637-35번지 ,서울 강남구 강남대로94길 73 ,핫썬치킨(역삼역점),한식,202866.385155793,444289.126339518,기타,상수도전용,역삼동,,핫썬치킨,['1018353394'],11981186,11981186
1006,3220000-101-1998-13194,19981201,영업/정상,234.09,135939,서울특별시 강남구 개포동 14-0번지 ,서울 강남구 개포로 617 ,수서경찰서구내식당,한식,206735.251283179,443461.320976236,아파트지역,상수도전용,개포동,,수서경찰서구내식당,['16299275'],9164747,9164747
1007,3220000-101-1998-13219,19981112,영업/정상,30.03,135897,서울특별시 강남구 신사동 661-18 (10호),서울 강남구 압구정로50길 7 ,이담,한식,203343.164354209,447278.96828281,,,신사동,,이담,['17892783'],1018353394,1018353394
1008,3220000-101-1998-13223,19981114,영업/정상,35.00,135921,서울특별시 강남구 역삼동 730-5번지 ,서울 강남구 언주로 405 ,샤방샤방,한식,203814.127349539,444111.90001653,기타,상수도전용,역삼동,,샤방샤방,['21237892'],16299275,16299275
1009,3220000-101-1998-13229,19981107,영업/정상,91.40,135854,서울특별시 강남구 도곡동 417-6번지 ,서울 강남구 논현로30길 41 ,젠틀커피,한식,203905.022867528,442514.638446029,주택가주변,상수도전용,도곡동,,젠틀커피,['8169378'],17892783,17892783
1010,3220000-101-1998-13243,19981104,영업/정상,82.79,135924,서울특별시 강남구 역삼동 745-5번지 ,서울 강남구 역삼로19길 31 ,역삼정,한식,203245.825924233,443894.524975123,주택가주변,상수도전용,역삼동,,역삼정,,21237892,21237892
1011,3220000-101-1998-13245,19981028,영업/정상,87.82,135854,서울특별시 강남구 도곡동 418-10번지 ,서울 강남구 논현로38길 38-3 ,후포항,한식,203915.466049736,442581.621911454,주택가주변,상수도전용,도곡동,,후포항,,8169378,8169378
1012,3220000-101-1998-13253,19981029,영업/정상,80.37,135270,"서울특별시 강남구 도곡동 963-0번지 럭키상가지상1층107,108호 ",서울 강남구 논현로 213 ,이어도,한식,203467.506368803,443139.661679032,아파트지역,상수도전용,도곡동,,이어도,, , 
1013,3220000-101-1998-13259,19981102,영업/정상,115.50,135916,서울특별시 강남구 역삼동 682-20번지 1층(2000.7.4.6층이전) ,서울 강남구 선릉로 577 ,윈저,경양식,203777.027006863,445298.590349338,기타,상수도전용,역삼동,,윈저,['16734049'], , 
1014,3220000-101-1998-13261,19981016,영업/정상,67.85,135845,서울특별시 강남구 대치동 943-24번지 지하1층 ,서울 강남구 테헤란로88길 10,대치골,한식,205185.569667333,444964.438665335,주택가주변,상수도전용,대치동,,대치골,, , 
1015,3220000-101-1998-13267,19981022,영업/정상,38.36,135939,서울특별시 강남구 개포동 14-1번지 ,서울 강남구 개포로109길 34 ,유연정,한식,206794.144841917,443559.617899002,기타,상수도전용,개포동,,유연정,['301136196'],16734049,16734049
1016,3220000-101-1998-13276,19981014,영업/정상,387.50,135907,서울특별시 강남구 역삼동 603-1번지 외2필지 ,서울 강남구 봉은사로 134 ,참숯골,한식,202535.919022141,444822.174971826,기타,상수도전용,역삼동,,참숯골,['27297148'], , 
1017,3220000-101-1998-13283,19981015,영업/정상,46.17,135895,서울특별시 강남구 신사동 628-40번지 ,서울 강남구 언주로151길 22 ,카츠오우 압구정점,한식,202717.143883139,446625.750339092,기타,상수도전용,신사동,,카츠오우 압구정,['2117477514'],301136196,301136196
1018,3220000-101-1998-13284,1998-10-16,영업/정상,37.40,135-964,서울특별시 강남구 개포동 1237-6,서울 강남구 논현로20길 18 ,삼곱식당,한식,204029.042276761,441778.671191411,,,개포동,,삼곱식당,['13062388'],27297148,27297148
1019,3220000-101-1998-13290,19981013,영업/정상,93.14,135930,서울특별시 강남구 역삼동 791-1번지 ,서울 강남구 논현로71길 19,초밥파는 횟집,한식,203293.907636328,443600.072795392,기타,상수도전용,역삼동,,초밥파는 횟집,,2117477514,2117477514
1020,3220000-101-1998-13299,19981009,영업/정상,63.92,135892,서울특별시 강남구 신사동 578-5번지 ,서울 강남구 논현로171길 12 ,홍콩반점 0410 압구정역점,한식,202353.587142734,447054.343335316,기타,상수도전용,신사동,,홍콩반점 0410 압구정역,,13062388,13062388
1021,3220000-101-1998-13306,19980929,영업/정상,63.63,135516,서울특별시 강남구 일원동 687-3번지 ,서울 강남구 일원로9길 10 ,춘천닭갈비,한식,207215.045,443031.17,주택가주변,상수도전용,일원동,,춘천닭갈비,['16036741'], , 
1022,3220000-101-1998-13309,19980917,영업/정상,36.71,135917,서울특별시 강남구 역삼동 699-15번지 ,서울 강남구 언주로98길 17 ,정동진,한식,203756.824356692,444756.35329522,기타,상수도전용,역삼동,,정동진,['23104731'], , 
1023,3220000-101-1998-13313,19980918,영업/정상,12.06,135939,서울특별시 강남구 개포동 14-1번지 ,서울 강남구 개포로109길 34 ,하니네분식,한식,206794.144841917,443559.617899002,기타,상수도전용,개포동,,하니네분식,['16587715'],16036741,16036741
1024,3220000-101-1998-13354,19980907,영업/정상,178.73,135929,서울특별시 강남구 역삼동 789-13 ,서울 강남구 역삼로 164 ,추억속으로,한식,203204.605010987,443639.687670642,기타,상수도전용,역삼동,,추억속으로,['1435694298'],23104731,23104731
1025,3220000-101-1998-13363,19980821,영업/정상,157.90,135875,서울특별시 강남구 삼성동 140-0번지 지상1층 ,서울 강남구 선릉로 530 ,선릉마실길,한식,204133.962862897,444972.886801399,기타,상수도전용,삼성동,,선릉마실길,['11957716'],16587715,16587715
1026,3220000-101-1998-13387,19980817,영업/정상,88.17,135915,서울특별시 강남구 역삼동 669-17번지 지상1층 ,서울 강남구 논현로94길 13 ,바나프레소 역삼GS점,한식,203235.087174881,444492.935741796,기타,상수도전용,역삼동,,바나프레소 역삼GS,['27227336'],1435694298,1435694298
1027,3220000-101-1998-13422,19980707,영업/정상,137.20,135855,서울특별시 강남구 도곡동 423-7번지 ,서울 강남구 논현로28길 42 ,언노운카페다이너,한식,203953.276666666,442443.684373385,기타,상수도전용,도곡동,,언노운카페다이너,['1059587608'],11957716,11957716
1028,3220000-101-1998-13424,19980624,영업/정상,62.13,135915,서울특별시 강남구 역삼동 677-1번지 ,서울 강남구 언주로93길 31 ,백수산,한식,203427.2,444541.315,기타,상수도전용,역삼동,,백수산,,27227336,27227336
1029,3220000-101-1998-13438,19980613,영업/정상,101.30,135841,서울특별시 강남구 대치동 901-66,서울 강남구 삼성로81길 21 ,형제회관,한식,204879.438497065,444659.2603366,,,대치동,,형제회관,['7857098'],1059587608,1059587608
1030,3220000-101-1998-13484,19980428,영업/정상,105.04,135919,서울특별시 강남구 역삼동 708-28번지 ,서울 강남구 선릉로87길 8 ,빛고을,한식,204250.42886949,444563.936452166,기타,상수도전용,역삼동,,빛고을,['677970364'], , 
1031,3220000-101-1998-13488,19980430,영업/정상,69.80,135957,서울특별시 강남구 청담동 130-13번지 ,서울 강남구 영동대로142길 13-3 ,뜨락,한식,204841.317894355,446909.899895742,주택가주변,상수도전용,청담동,,뜨락,,7857098,7857098
1032,3220000-101-1998-13494,1998-05-07,영업/정상,96.00,135-513,서울특별시 강남구 역삼동 704-54,서울 강남구 선릉로93길 32 ,보울레시피 강남선릉점,한식,204000.666058448,444726.043653911,,,역삼동,,보울레시피 강남선릉,['394477803'],677970364,677970364
1033,3220000-101-1998-13495,19980508,영업/정상,56.22,135516,서울특별시 강남구 일원동 681-6번지 ,서울 강남구 양재대로33길 7 ,오늘은해장국,한식,207264.192324642,443092.012752117,주택가주변,상수도전용,일원동,,오늘은해장국,, , 
1034,3220000-101-1998-13509,1998-04-18,영업/정상,132.12,135-874,서울특별시 강남구 삼성동 113-4 PARK L9,서울 강남구 봉은사로 426,쭈돼집,한식,204060.100527167,445393.718541212,,,삼성동,,쭈돼집,['8128865'],394477803,394477803
1035,3220000-101-1998-13515,19980425,영업/정상,86.90,135861,서울특별시 강남구 도곡동 959-26번지 ,서울 강남구 남부순환로359길 6 ,언양불고기함흥면옥,한식,203208.832984386,442592.154734511,주택가주변,상수도전용,도곡동,,언양불고기함흥면옥,['883795250'], , 
1036,3220000-101-1998-13518,19980331,영업/정상,170.50,135886,서울특별시 강남구 수서동 739-1번지 ,서울 강남구 광평로 205 ,필경재,한식,208352.939373493,442523.753804272,아파트지역,상수도전용,수서동,,필경재,['10927580'],8128865,8128865
1037,3220000-101-1998-13519,19980401,영업/정상,41.97,135891,서울특별시 강남구 신사동 567-6번지 ,서울 강남구 논현로161길 27 ,우리식당,한식,202228.136381639,446786.657602103,기타,상수도전용,신사동,,우리식당,['1618947990'],883795250,883795250
1038,3220000-101-1998-13521,19980402,영업/정상,101.58,135915,서울특별시 강남구 역삼동 678-16번지 ,서울 강남구 테헤란로33길 13 ,해미정,한식,203391.692475442,444491.140084845,기타,상수도전용,역삼동,,해미정,,10927580,10927580
1039,3220000-101-1998-13527,19980407,영업/정상,81.77,135925,서울특별시 강남구 역삼동 747-10번지 ,서울 강남구 논현로75길 13 ,닭갈비두목,한식,203266.810795289,443782.193397709,주택가주변,상수도전용,역삼동,모범식당지정,닭갈비두목,,1618947990,1618947990
1040,3220000-101-1998-13528,19980327,영업/정상,54.59,135270,서울특별시 강남구 도곡동 146-92번지 ,서울 강남구 언주로 211 ,동촌식품(주),한식,204044.915103209,443372.921666623,기타,상수도전용,도곡동,,동촌식품,['7997196'], , 
