,MGTNO,APVPERMYMD,TRDSTATENM,SITEAREA,SITEPOSTNO,SITEWHLADDR,RDNWHLADDR,BPLCNM,UPTAENM,X,Y,TRDPJUBNSENM,WTRSPLYFACILSENM,dong,exemplary_diner
635,3220000-101-1994-15011,19940701,영업/정상,53.20,135876,서울특별시 강남구 삼성동 142-27번지 ,서울특별시 강남구 선릉로92길 42 (삼성동),대가참맛,한식,204543.308089275    ,444882.509077664    ,기타,상수도전용,삼성동,
636,3220000-101-1994-15022,1994-07-06,영업/정상,89.15,135-928,서울특별시 강남구 역삼동 773-5,서울특별시 강남구 언주로 329 (역삼동),목포세발낙지,한식,203896.303160822,443891.129804922,,,역삼동,
637,3220000-101-1994-15067,19940624,영업/정상,55.80,135832,서울특별시 강남구 논현동 248-3번지 ,서울특별시 강남구 학동로42길 14 (논현동),까미,한식,203139.475          ,445828.9            ,기타,상수도전용,논현동,
638,3220000-101-1994-15094,1994-06-14,영업/정상,189.04,135-821,서울특별시 강남구 논현동 115-25,서울특별시 강남구 언주로134길 14 (논현동),세화정육,한식,203183.739418251,446037.151479231,,,논현동,모범식당지정
639,3220000-101-1994-16631,19940603,영업/정상,35.83,135881,서울특별시 강남구 삼성동 162-22번지 ,서울특별시 강남구 봉은사로108길 5 (삼성동),본도시락봉은사역점,한식,205570.470554413    ,445793.391541591    ,기타,상수도전용,삼성동,
640,3220000-101-1994-17145,19911101,영업/정상,37.44,135897,서울특별시 강남구 신사동 665-6번지 ,서울특별시 강남구 선릉로 815 (신사동),한빛,한식,203403.748948936    ,446962.889853107    ,기타,상수도전용,신사동,
641,3220000-101-1994-17334,19940531,영업/정상,26.66,135855,서울특별시 강남구 도곡동 422-0,서울특별시 강남구 논현로28길 48 (도곡동),도곡스시,한식,203973.744772304,442459.342151104,,,도곡동,
642,3220000-101-1994-17335,19940531,영업/정상,64.01,135516,서울특별시 강남구 일원동 687-4 지상1층 ,"서울특별시 강남구 일원로9길 12, 지상1층 (일원동)",갯마을낙지,한식,207231.33551646     ,443037.233050378    ,기타,상수도전용,일원동,
643,3220000-101-1994-17350,19871006,영업/정상,119.46,135935,서울특별시 강남구 역삼동 839-2번지 지상1층 ,"서울특별시 강남구 강남대로62길 26, 1층 (역삼동)",판문점부대찌개,한식,202909.651109663    ,443162.439738248    ,주택가주변,상수도전용,역삼동,
644,3220000-101-1994-17719,19940523,영업/정상,87.90,135515,서울특별시 강남구 역삼동 788-32번지 ,서울특별시 강남구 도곡로 209 (역삼동),미시마,일식,203626.467936615    ,443422.868425421    ,기타,상수도전용,역삼동,
645,3220000-101-1994-17740,19940523,영업/정상,36.00,135931,서울특별시 강남구 역삼동 810-8번지 ,서울특별시 강남구 강남대로106길 7 (역삼동),홍대돈부리,한식,202248.952376047    ,444531.243373148    ,유흥업소밀집지역,상수도전용,역삼동,
646,3220000-101-1994-17751,19940519,영업/정상,125.03,135814,서울특별시 강남구 논현동 48-4번지 ,서울특별시 강남구 학동로1길 18 (논현동),무쇠막 김치찌게,한식,201857.595206827    ,445591.785937653    ,기타,상수도전용,논현동,
647,3220000-101-1994-17792,19940516,영업/정상,82.59,135957,서울특별시 강남구 청담동 131-10번지 ,서울특별시 강남구 영동대로 732 (청담동),무교동유정낙지청담점,한식,204869.29850866     ,446794.060218268    ,주택가주변,상수도전용,청담동,모범식당지정
648,3220000-101-1994-17852,19940509,영업/정상,169.34,135920,서울특별시 강남구 역삼동 723-17번지 ,서울특별시 강남구 언주로85길 23-12 (역삼동),종수네,한식,203600.70088597     ,444205.456963468    ,주택가주변,상수도전용,역삼동,
649,3220000-101-1994-17898,19940503,영업/정상,40.80,135964,서울특별시 강남구 개포동 1231-22번지 ,서울특별시 강남구 개포로20길 7 (개포동),서울회관,한식,204110.184078893    ,441791.220052419    ,기타,상수도전용,개포동,
650,3220000-101-1994-17951,19940429,영업/정상,47.25,135811,서울특별시 강남구 논현동 16-1 ,서울특별시 강남구 강남대로150길 10 (논현동),서울촌놈수육국밥 신사점,한식,201761.247132143    ,445948.796582546    ,기타,상수도전용,논현동,
651,3220000-101-1994-17969,19940427,영업/정상,37.21,135894,서울특별시 강남구 신사동 615-0,서울특별시 강남구 압구정로 214 (신사동),신미식당,한식,202650.144045095,447301.71571803,,,신사동,
652,3220000-101-1994-18033,19940420,영업/정상,115.84,135845,서울특별시 강남구 대치동 943-11번지 ,서울특별시 강남구 테헤란로84길 11 (대치동),이봉,한식,205126.866995112    ,444919.30655268     ,기타,상수도전용,대치동,
653,3220000-101-1994-18037,1994-04-20,영업/정상,59.50,135-881,서울특별시 강남구 삼성동 162-30 지상1층,"서울특별시 강남구 봉은사로108길 3-14 (삼성동,지상1층)",강남꿀돼지,한식,205646.305988839,445807.286968863,,,삼성동,
654,3220000-101-1994-18085,19940414,영업/정상,122.40,135840,서울특별시 강남구 대치동 900-0 1층 102호,"서울특별시 강남구 역삼로63길 24, 1층 102호 (대치동)",이태리어부,한식,204528.740062157    ,444509.905495579    ,기타,상수도전용,대치동,
655,3220000-101-1994-18116,19940409,영업/정상,86.03,135502,서울특별시 강남구 대치동 1001-11 한티빌딩,"서울특별시 강남구 영동대로86길 10-7, 한티빌딩 1층 (대치동)",순두부와삼겹살,한식,205681.032131275,445025.080428259,,,대치동,
656,3220000-101-1994-18128,1994-04-08,영업/정상,165.00,135-822,서울특별시 강남구 논현동 122-18 지층,"서울특별시 강남구 학동로6길 16 (논현동,지층)",주식회사 원강 2호점,한식,202044.65,445395.98,,,논현동,
657,3220000-101-1994-18142,19940404,영업/정상,22.08,135964,서울특별시 강남구 개포동 1232-1번지 ,서울특별시 강남구 개포로20길 14 (개포동),강운식당,한식,204120.177408956    ,441739.743625478    ,기타,상수도전용,개포동,
658,3220000-101-1994-18170,19940328,영업/정상,43.84,135880,서울특별시 강남구 삼성동 157-14번지 ,서울특별시 강남구 테헤란로83길 19 (삼성동),라면집,분식,204989.946811679    ,445154.320314656    ,기타,상수도전용,삼성동,
659,3220000-101-1994-19307,1994-09-09,영업/정상,239.22,135-916,서울특별시 강남구 역삼동 681-26 역삼동 하나빌,"서울특별시 강남구 봉은사로 312, 지상1층 101호,2층 201호,202호 (역삼동, 역삼동 하나빌)",유다까,일식,203582.757120585,445217.508287139,,,역삼동,모범식당지정
660,3220000-101-1994-19347,19940704,영업/정상,159.50,135502,서울특별시 강남구 대치동 996-0 ,서울특별시 강남구 테헤란로 614 (대치동),김셰프의 도시어부,일식,205674.846810143    ,445199.554190427    ,기타,상수도전용,대치동,모범식당지정
661,3220000-101-1994-20425,19940617,영업/정상,55.65,135961,서울특별시 강남구 개포동 1178-9 ,서울특별시 강남구 논현로8길 52 (개포동),돈가네,한식,204619.16653291     ,441394.116599451    ,기타,상수도전용,개포동,
662,3220000-101-1994-20744,19940425,영업/정상,69.55,135514,서울특별시 강남구 역삼동 734-5 ,서울특별시 강남구 논현로76길 8 (역삼동),대풍참숯갈비,한식,203434.65467012     ,443847.597984214    ,주택가주변,상수도전용,역삼동,
663,3220000-101-1994-21199,1994-03-11,영업/정상,90.00,135-931,서울특별시 강남구 역삼동 810-3,"서울특별시 강남구 봉은사로2길 17, 지상2층 (역삼동)",스시엔초,한식,202229.343186971,444590.134553958,,,역삼동,
664,3220000-101-1994-21587,19940117,영업/정상,145.80,135860,서울특별시 강남구 도곡동 954-17번지 ,서울특별시 강남구 강남대로42길 19 (도곡동),하루방뒷고기,분식,203082.349395293    ,442599.469166326    ,기타,상수도전용,도곡동,
665,3220000-101-1994-21650,19940928,영업/정상,85.26,135951,서울특별시 강남구 청담동 43-9번지 (삼성21-4에서2000.5.10장소이전) ,"서울특별시 강남구 학동로 411 (청담동, 삼성21-4에서2000.5.10장소이전))",우리집,한식,203877.186133696    ,446210.444737161    ,기타,상수도전용,청담동,
666,3220000-101-1994-23707,19940310,영업/정상,61.08,135502,서울특별시 강남구 대치동 1000-1번지 ,서울특별시 강남구 영동대로86길 18 (대치동),명동칼국수,한식,205730.893086273    ,445087.494414797    ,,,대치동,
667,3220000-101-1995-00563,19950812,영업/정상,393.41,135891,서울특별시 강남구 신사동 577번지 지하층 ,"서울특별시 강남구 논현로175길 25 (신사동,지하층)",화사랑,경양식,202289.384482664    ,447021.674049162    ,기타,상수도전용,신사동,
668,3220000-101-1995-00597,1995-04-26,영업/정상,24.11,135-500,서울특별시 강남구 대치동 1019-15,서울특별시 강남구 삼성로 225 (대치동),에픽 버거(Epiik Burger),경양식,205355.5442331,443886.953546051,,,대치동,
669,3220000-101-1995-00603,19950624,영업/정상,79.74,135841,서울특별시 강남구 대치동 901-75번지 ,서울특별시 강남구 역삼로77길 13 (대치동),제이제이,분식,204898.386022799    ,444572.054417744    ,주택가주변,상수도전용,대치동,
670,3220000-101-1995-00636,19951109,영업/정상,61.43,135818,서울특별시 강남구 논현동 88-4번지 ,서울특별시 강남구 논현로132길 24 (논현동),베이직피자,분식,202792.559749655    ,445881.073698208    ,기타,상수도전용,논현동,
671,3220000-101-1995-04447,1995-04-21,영업/정상,402.45,135-919,"서울특별시 강남구 역삼동 708-36 지상1, 2층","서울특별시 강남구 선릉로 429 (역삼동,지상1, 2층)",버거킹선릉역점,패스트푸드,204290.500084407,444555.671199174,,,역삼동,
672,3220000-101-1995-04459,1995-12-27,영업/정상,170.94,135-832,서울특별시 강남구 논현동 248-7,서울특별시 강남구 언주로 640 (논현동),아이피호텔출장조리,출장조리,203102.074986325,445751.652027981,,,논현동,
673,3220000-101-1995-04682,19950724,영업/정상,187.47,135892,서울특별시 강남구 신사동 581-1번지 ,서울특별시 강남구 압구정로28길 9 (신사동),다다,한식,202394.145          ,447083.68           ,유흥업소밀집지역,상수도전용,신사동,
674,3220000-101-1995-05195,19951125,영업/정상,117.28,135935,서울특별시 강남구 역삼동 827-45번지 ,서울특별시 강남구 강남대로84길 32 (역삼동),명동칼국수,분식,202685.218779703    ,443869.779117159    ,주택가주변,상수도전용,역삼동,
675,3220000-101-1995-05256,19950724,영업/정상,66.10,135860,서울특별시 강남구 도곡동 954-19번지 ,서울특별시 강남구 남부순환로355길 13 (도곡동),오향절면,한식,203087.887971763    ,442628.722914068    ,주택가주변,상수도전용,도곡동,
676,3220000-101-1995-05258,1995-07-24,영업/정상,42.00,135-878,서울특별시 강남구 삼성동 152-52,"서울특별시 강남구 삼성로100길 13, 1층 (삼성동)",순대실록 삼성역점,한식,204920.139819968,445290.740589331,,,삼성동,모범식당지정
677,3220000-101-1995-05273,19950602,영업/정상,221.98,135949,"서울특별시 강남구 청담동 15-18번지 지상1,2층 ","서울특별시 강남구 삼성로147길 36, 지상1,2층 (청담동)",봉피양,한식,204041.051620846    ,446495.118042759    ,주택가주변,상수도전용,청담동,
678,3220000-101-1995-05292,19950428,영업/정상,26.18,135937,서울특별시 강남구 역삼동 837-8번지 ,서울특별시 강남구 도곡로1길 7 (역삼동),라면나라김밥세상,분식,202786.41437347     ,443139.921768675    ,기타,상수도전용,역삼동,
679,3220000-101-1995-05311,19950410,영업/정상,26.23,135829,서울특별시 강남구 논현동 212-5번지 ,서울특별시 강남구 언주로129길 13 (논현동),논현빈대떡,분식,202956.878446873    ,445766.524406886    ,기타,상수도전용,논현동,
680,3220000-101-1995-05322,19950216,영업/정상,40.92,135890,서울특별시 강남구 신사동 549-9번지 ,서울특별시 강남구 논현로175길 68 (신사동),시골밥상신사분점,분식,202002.383749969    ,446874.77222438     ,기타,상수도전용,신사동,
681,3220000-101-1995-05345,19950128,영업/정상,48.75,135802,서울특별시 강남구 개포동 159-6 ,서울특별시 강남구 선릉로6길 17 (개포동),바른치킨 개포점,한식,205422.770358755    ,442325.507711163    ,기타,상수도전용,개포동,
682,3220000-101-1995-05347,19950206,영업/정상,15.55,135887,서울특별시 강남구 신사동 509-0,서울특별시 강남구 강남대로158길 10 (신사동),코너드커피투고플래이스,한식,201681.02401057,446273.46132415,,,신사동,
683,3220000-101-1995-06932,19861227,영업/정상,115.82,135894,서울특별시 강남구 신사동 612-2,서울특별시 강남구 언주로167길 46 (신사동),안동국시,분식,202529.839831981,447153.04818316,,,신사동,
684,3220000-101-1995-07354,19951020,영업/정상,132.76,135867,서울특별시 강남구 삼성동 37-16번지 ,서울특별시 강남구 봉은사로 409 (삼성동),영구식당,일식,203887.955          ,445407.48           ,유흥업소밀집지역,상수도전용,삼성동,
685,3220000-101-1995-07371,1995-07-20,영업/정상,84.74,135-819,서울특별시 강남구 논현동 98-12 청호불교문화원,"서울특별시 강남구 언주로148길 14, 청호불교문화원 라동 지상1층 114, 115호 (논현동)",포 쿠치나,일식,203121.203642767,446464.379990564,,,논현동,
686,3220000-101-1995-07398,19950428,영업/정상,53.58,135876,서울특별시 강남구 삼성동 141번지 ,"서울특별시 강남구 선릉로 514, 지하1층 114호 (삼성동)",마시아,일식,204253.562094788    ,444823.936628416    ,유흥업소밀집지역,상수도전용,삼성동,
687,3220000-101-1995-07406,19950204,영업/정상,153.54,135840,서울특별시 강남구 대치동 894-18번지 지상1층 ,"서울특별시 강남구 삼성로81길 34 (대치동,지상1층)",풍년집,한식,204781.903009362    ,444644.187965886    ,기타,상수도전용,대치동,
